,bench mark,,,,,moving average,,,,,moving average with short sell,,,,,moving average with support price,,,,,moving average support volatility,,,,,moving average double support volatility,,,,,,Comparison of Return,,,,Comparison of Max Draw Down,,,,Comparison of Sharpe Ratio,,
ticker,bench mark return,bench mark volatility,bench mark draw_down,bench mark max_draw_down,bench mark sharpe,moving average return,moving average volatility,moving average draw_down,moving average max_draw_down,moving average sharpe,moving average with short sell return,moving average with short sell volatility,moving average with short sell draw_down,moving average with short sell max_draw_down,moving average with short sell sharpe,moving average with support price return,moving average with support price volatility,moving average with support price draw_down,moving average with support price max_draw_down,moving average with support price sharpe,moving average support volatility return,moving average support volatility volatility,moving average support volatility draw_down,moving average support volatility max_draw_down,moving average support volatility sharpe,moving average double support volatility return,moving average double support volatility volatility,moving average double support volatility draw_down,moving average double support volatility max_draw_down,moving average double support volatility sharpe,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff
RTN,1.0113558544,0.1909204692,-0.1960336142,-0.4896929645,0.3789561987,1.0684923727,0.1265496799,-0.1099634819,-0.1281657325,0.5954757022,0.7594817403,0.1912603864,-0.1291899408,-0.3235466161,0.3037991996,1.3353337757,0.1269501875,-0.0820947669,-0.129830004,0.6969606416,1.0681160719,0.1167671989,-0.0047878348,-0.129830004,0.6451957698,0.8535870398,0.1421275883,-0.0036962366,-0.3224228016,0.4476964005,,0.266841403,-0.2672177038,-0.2145290321,,-0.0016642715,0,-0.1925927976,,0.1014849394,-0.0517648718,-0.1974993693
RSG,1.051179776,0.2290523995,-0.0871540686,-0.5412811421,0.3250530199,0.9275840578,0.1549779383,-0.0400660884,-0.2312207765,0.4374819418,0.3522778322,0.2319162793,-0.3372144558,-0.4390130061,0.1320589148,0.7760128495,0.1520825881,-0.0871540686,-0.3201957495,0.3885672576,0.7371633515,0.129928275,-0.0791666667,-0.1582065053,0.4368210136,1.1365908574,0.1488181566,-0.0791666667,-0.185779607,0.529805993,,-0.1515712083,-0.038849498,0.3994275059,,-0.088974973,0.1619892442,-0.0275731017,,-0.0489146842,0.048253756,0.0929849794
RHI,0.4199060375,0.3209627398,-0.245047332,-0.6565030061,0.1111230745,-0.2789786547,0.2223748396,-0.2920128013,-0.5186675657,-0.1446514955,-0.7811565623,0.3238671444,-0.7918305395,-0.8259613856,-0.435079259,-0.0543828589,0.2248793033,-0.204211931,-0.4446696926,-0.0247862848,0,0,0,0,0,0,0,0,0,0,,0.2245957958,0.0543828589,0,,0.0739978731,0.4446696926,0,,0.1198652107,0.0247862848,0
ROK,1.8666631504,0.3125091997,-0.1710574459,-0.7584423126,0.3552330903,3.6159654988,0.2185319282,-0.0140670252,-0.4228101103,0.7559440285,3.5379791421,0.3112430057,-0.0193986076,-0.5013881512,0.5243972544,2.2368856144,0.2039407835,-0.0140670252,-0.3498705577,0.6108887693,-0.0182936134,0.1262591883,-0.0492912719,-0.3125978768,-0.0146037755,-0.1039998821,0.1487787566,-0.1835019856,-0.409637829,-0.0733777761,,-1.3790798844,-2.2551792278,-0.0857062687,,0.0729395526,0.0372726809,-0.0970399522,,-0.1450552592,-0.6254925448,-0.0587740006
COL,1.6950978964,0.235385233,-0.0130744849,-0.6228823746,0.4425975191,2.898865636,0.1556242766,-0.0130744849,-0.1955228624,0.9362171429,2.8683925972,0.236141481,-0.1685167152,-0.2933630673,0.6131910661,2.9661429607,0.1580899151,-0.0130744849,-0.2009151414,0.934019842,1.3058860157,0.1303406875,-0.0124862284,-0.1641058216,0.6682445156,0.8958435452,0.1573286241,-0.0124862284,-0.3954505787,0.4196903203,,0.0672773247,-1.660256945,-0.4100424705,,-0.005392279,0.0368093198,-0.2313447571,,-0.0021973009,-0.2657753264,-0.2485541953
ROP,2.1668939252,0.2755159749,-0.0348982008,-0.500305035,0.443278892,-0.1496314455,0.1893174118,-0.2552367376,-0.5669023762,-0.0848918998,-0.8323117118,0.281893179,-0.8423339423,-0.8717850627,-0.5799021547,1.3009906538,0.1789205631,-0.0348982008,-0.3843168702,0.4855145211,0.9116186869,0.1428878689,-0.1088331827,-0.1994818972,0.4682880145,1.6713514666,0.1679093559,-0.0665979381,-0.2921951748,0.6146443732,,1.4506220993,-0.3893719669,0.7597327797,,0.182585506,0.184834973,-0.0927132776,,0.5704064209,-0.0172265066,0.1463563587
R,0.9919596132,0.3288394034,-0.1705271332,-0.7403121322,0.2168605332,0.8309080601,0.213960937,0,-0.4734238318,0.2912771899,-0.096771637,0.3289123621,-0.383138719,-0.8095727647,-0.0307751813,2.4727563988,0.2080431082,0,-0.2641062752,0.6369825345,0.4891208374,0.117609037,-0.0223830351,-0.2254159975,0.345257572,0.2979151295,0.1692462075,-0.0919213918,-0.4105024904,0.1560340593,,1.6418483387,-1.9836355614,-0.1912057079,,0.2093175566,0.0386902777,-0.1850864929,,0.3457053446,-0.2917249625,-0.1892235127
LUV,-0.2694092822,0.3013072839,-0.7141733087,-0.7417415251,-0.1025214731,0.0674004649,0.2098241937,-0.4380978871,-0.4720633813,0.031175221,-0.0677687528,0.3002528931,-0.626320115,-0.6560582531,-0.0232806637,-0.0406870107,0.1721646343,-0.4205483708,-0.4764369508,-0.0240671941,0.0395308502,0.0828464303,-0.0075705437,-0.1608549683,0.0468688812,-0.1754106998,0.1274429838,-0.2223329361,-0.3779524529,-0.1498286888,,-0.1080874756,0.0802178609,-0.21494155,,-0.0043735695,0.3155819825,-0.2170974846,,-0.0552424151,0.0709360753,-0.19669757
SRCL,1.4652173913,0.2272039343,-0.0915217391,-0.2925737224,0.4154166654,-0.4736588772,0.1580274316,-0.5270622476,-0.5577325349,-0.3932247596,-0.9115815238,0.2299885021,-0.9202713879,-0.9254418341,-0.9361905433,0.1772640941,0.1816356497,-0.1414626428,-0.4578991842,0.090547055,0.7916523946,0.1351802728,-0.1274401448,-0.1658919254,0.4440211807,1.1872220872,0.1605171385,-0.1469687691,-0.2219339784,0.5069454857,,0.6509229713,0.6143883005,0.3955696926,,0.0998333507,0.2920072588,-0.056042053,,0.4837718146,0.3534741257,0.062924305
TXT,0.2688288383,0.4415805223,-0.7910635259,-0.9471840807,0.0545435929,1.6476233044,0.2791071168,-0.0178018576,-0.5205222149,0.3662431814,0.8234528961,0.4298044834,-0.3261363148,-0.6626725287,0.1439928177,4.8899392812,0.2145091046,-0.0178018576,-0.2267595259,0.9040824499,1.3312102042,0.138218056,-0.0916510556,-0.1571094908,0.6387516545,1.1849221076,0.1479475562,-0.0916510556,-0.1944128884,0.5492467759,,3.2423159768,-3.558729077,-0.1462880966,,0.293762689,0.0696500351,-0.0373033976,,0.5378392685,-0.2653307954,-0.0895048786
TDG,1.6997288202,0.2540932107,-0.0800829876,-0.517035266,0.4107564556,-0.0094384054,0.1774791545,-0.3865966181,-0.47014711,-0.0053386247,-0.7167174405,0.2574232344,-0.7822676155,-0.7822676155,-0.4601613324,1.124462693,0.1650414457,-0.0541044776,-0.3897643629,0.4740083917,0.0241697417,0.0334906756,-0.0618081181,-0.1056982061,0.0713668649,0.0241697417,0.0334906756,-0.0618081181,-0.1056982061,0.0713668649,,1.1339010984,-1.1002929513,0,,0.0803827471,0.2840661568,0,,0.4793470164,-0.4026415268,0
UNP,1.8290073419,0.2647237633,-0.0446053632,-0.5943448977,0.4138128505,-0.385242112,0.1805757806,-0.4345203278,-0.6887992393,-0.2628789326,-0.9083548902,0.2652850121,-0.9113351127,-0.9301350457,-0.80101252,0.8851698534,0.1812487075,-0.0734503952,-0.2690286722,0.3609837352,0.4946890195,0.1183626551,-0.0734503952,-0.2002618483,0.3463398946,1.1842375013,0.1512352007,-0.0439541057,-0.1993963413,0.5370829498,,1.2704119654,-0.3904808339,0.6895484818,,0.4197705671,0.0687668239,0.000865507,,0.6238626678,-0.0146438406,0.1907430552
UAL,-0.3713109153,0.6547276239,-0.9008666582,-0.9347325638,-0.0692403499,1.5671367802,0.4074779612,-0.5171277385,-0.708990001,0.2425284401,-0.5113488473,0.748697901,-0.9267673785,-0.9646242928,-0.0922669486,-0.0460444194,0.2828889258,-0.7275099173,-0.7847642287,-0.0166172941,0,0,0,0,0,0,0,0,0,0,,-1.6131811996,0.0460444194,0,,-0.0757742277,0.7847642287,0,,-0.2591457342,0.0166172941,0
UPS,0.2034565724,0.201352564,-0.3266088477,-0.5171729936,0.0927964386,0.712883132,0.1295885032,-0.0365630327,-0.1818910367,0.4265008096,0.8324877814,0.2009900914,-0.0700015047,-0.3987361305,0.3105303638,0.0881992768,0.1165484692,-0.1644136712,-0.3835137666,0.0728009852,0.1262404037,0.0945241648,-0.0381365635,-0.2681598839,0.1264717835,0.0826280443,0.144550829,-0.107727696,-0.3602334037,0.0551193301,,-0.6246838552,0.0380411269,-0.0436123594,,-0.2016227299,0.1153538827,-0.0920735198,,-0.3536998244,0.0536707983,-0.0713524534
URI,-0.0996015936,0.4697500191,-0.7988047809,-0.9193505456,-0.0222092505,0.6560308308,0.3265891984,-0.245140839,-0.6017631474,0.1583488841,0.0023772508,0.4678812205,-0.5949753494,-0.6618104066,0.0005073429,-0.1206839672,0.2838584865,-0.5488073262,-0.7071137213,-0.0450001125,0,0,0,0,0,0,0,0,0,0,,-0.776714798,0.1206839672,0,,-0.1053505739,0.7071137213,0,,-0.2033489966,0.0450001125,0
UTX,1.2187520553,0.2093073491,-0.0099118943,-0.526487635,0.3961717337,0.5062872672,0.1353888369,-0.0099118943,-0.2732527446,0.3087282172,-0.2196712218,0.2119980699,-0.4554343454,-0.4791357933,-0.1155162767,1.4095899456,0.1381552013,-0.0099118943,-0.2091310769,0.6651243421,0.494462199,0.1179364766,-0.0290532222,-0.215269025,0.3474575358,0.4502381247,0.1462192257,-0.0438839198,-0.3498448797,0.2589050746,,0.9033026784,-0.9151277466,-0.0442240743,,0.0641216677,-0.0061379481,-0.1345758547,,0.3563961249,-0.3176668063,-0.0885524612
VRSK,0.1678030303,0.0562077417,-0.0056818182,-0.1212903226,0.2780233731,-0.0232882523,0.0301642619,-0.0558641352,-0.1249317115,-0.0779948421,-0.2506687715,0.0574775867,-0.272786557,-0.298274863,-0.4946938312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0232882523,0,0,,0.1249317115,0,0,,0.0779948421,0,0
WM,0.6557899268,0.2031941793,-0.0516181893,-0.4152410847,0.254435147,0.2762685718,0.1370530857,-0.1398608302,-0.2123896591,0.1801056791,-0.2191419998,0.2063476663,-0.4467566997,-0.4467566997,-0.1183590551,0.1862012887,0.1343103197,-0.0543300654,-0.2807123798,0.1281753858,0.0743051048,0.1111414435,-0.0848612392,-0.2183623938,0.0646947215,0.3426128931,0.1627470448,-0.0436432638,-0.3369895605,0.1836464859,,-0.0900672831,-0.1118961839,0.2683077883,,-0.0683227207,0.062349986,-0.1186271667,,-0.0519302933,-0.0634806643,0.1189517644
XYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
ABT,0.4078850999,0.1791192816,-0.140163562,-0.2893715743,0.1942089285,0.1842123323,0.1223587642,-0.082592809,-0.3082013602,0.1393006505,-0.1712005484,0.1792979523,-0.4757504245,-0.5896260835,-0.103710809,0.0322777603,0.1263227472,-0.0687888782,-0.3622782673,0.0251780062,-0.0545450634,0.113055261,-0.0645975965,-0.310432038,-0.0494534671,0.2972877293,0.152979983,-0.0755376777,-0.2379597453,0.1723007527,,-0.151934572,-0.0868228237,0.3518327927,,-0.0540769071,0.0518462293,0.0724722927,,-0.1141226443,-0.0746314733,0.2217542198
ABBV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
AET,0.9028167082,0.3360568247,-0.1625615764,-0.7036506081,0.1976469198,1.3090489796,0.2054159996,-0.1706011961,-0.323874742,0.424740111,0.3182095005,0.3330014243,-0.2944898338,-0.6073667173,0.0840875033,1.5687987238,0.2006165484,-0.1706011961,-0.3061019525,0.4929607402,-0.0133407522,0.1317296045,-0.1174532384,-0.3330171101,-0.0101846216,0.5087604459,0.1619626231,-0.0708235294,-0.4259298303,0.2591290021,,0.2597497442,-1.582139476,0.5221011981,,0.0177727895,-0.0269151576,-0.0929127202,,0.0682206292,-0.5031453618,0.2693136237
A,0.5603686636,0.2927326313,-0.4267281106,-0.6920792079,0.1553575861,1.8992229118,0.1879561341,-0.0909814504,-0.219867621,0.5973127738,2.2585842981,0.2927783339,-0.2288051568,-0.3197239047,0.4280932975,0.8037005313,0.1763437849,-0.0548387097,-0.4200232708,0.3444028076,-0.1485414372,0.0681548059,-0.1985828589,-0.2817001317,-0.2339602761,-0.2228769795,0.0954754355,-0.2685495964,-0.344410418,-0.2607013061,,-1.0955223805,-0.9522419685,-0.0743355423,,-0.2001556498,0.1383231391,-0.0627102863,,-0.2529099662,-0.5783630837,-0.02674103
AGN,0.0351089588,0.2319502509,-0.4973365617,-0.577275504,0.0148964938,-0.0218713847,0.1535835671,-0.276403685,-0.3709069886,-0.0143770934,-0.3549791922,0.2321648737,-0.4375183985,-0.5751869873,-0.1847096652,0.0908281679,0.1549477046,-0.3000026984,-0.4113237924,0.0563294125,0.1395904408,0.0914365367,-0.077642126,-0.1675148452,0.1437865601,-0.2212747282,0.1496741154,-0.3134466551,-0.4355297547,-0.1649569923,,0.1126995526,0.0487622729,-0.360865169,,-0.0404168038,0.2438089472,-0.2680149095,,0.0707065059,0.0874571476,-0.3087435524
ALXN,4.3648996397,0.3636107658,-0.3618116315,-0.4678431373,0.5028527889,2.3084156624,0.2736092085,-0.1389603706,-0.3196246997,0.4643298826,0.1030252781,0.3623271451,-0.1620574546,-0.5984527764,0.0271852099,0.6962173146,0.3123355532,-0.3784224573,-0.5456129611,0.1736553698,0,0,0,0,0,0,0,0,0,0,,-1.6121983478,-0.6962173146,0,,-0.2259882614,0.5456129611,0,,-0.2906745128,-0.1736553698,0
ABC,0.870437971,0.2184244797,-0.2807458725,-0.5018798866,0.2957206805,1.8128560785,0.1372119744,-0.0465144921,-0.2834887241,0.7937445559,2.0694156966,0.217279534,-0.0269374793,-0.3968366765,0.5459743757,0.5629184556,0.1441370709,-0.3508539625,-0.3543879953,0.3167046624,0.3711205074,0.1095284365,-0.1214795707,-0.2225488487,0.292647225,0.3715703413,0.157549757,-0.0411404571,-0.4671399441,0.2036628581,,-1.2499376229,-0.1917979482,0.0004498339,,-0.0708992712,0.1318391466,-0.2445910954,,-0.4770398935,-0.0240574374,-0.0889843669
AMGN,-0.2164756447,0.2324144702,-0.4273638968,-0.536149472,-0.1036537589,-0.2034345732,0.1518929474,-0.3203735396,-0.4440044528,-0.1479924062,-0.3654917689,0.2341186304,-0.4677433241,-0.6799740552,-0.1898778475,-0.5321097789,0.1540281887,-0.5409472563,-0.5845229026,-0.4746618417,-0.1325839438,0.0981348907,-0.1809758271,-0.2337534582,-0.1438567717,-0.3208036177,0.1817686551,-0.3885574423,-0.536149472,-0.2086769414,,-0.3286752057,0.3995258351,-0.1882196739,,-0.1405184498,0.3507694444,-0.3023960138,,-0.3266694355,0.33080507,-0.0648201697
ANTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
BCR,1.5025817154,0.1797222048,-0.0353372746,-0.2870007471,0.5343310292,1.1946700026,0.130510059,-0.0281425891,-0.2543157562,0.6263192121,0.6526900845,0.1796193126,-0.0597698852,-0.3197860798,0.2867328781,1.1894295017,0.142517451,-0.0330495021,-0.1667146007,0.5717368695,1.0914395425,0.1420809332,-0.0330495021,-0.189809885,0.5387340489,1.2224040542,0.1700402336,-0.0330495021,-0.3232878913,0.4887060911,,-0.0052405009,-0.0979899592,0.1309645117,,0.0876011555,-0.0230952843,-0.1334780063,,-0.0545823426,-0.0330028206,-0.0500279578
BAX,0.9337404186,0.1955670731,-0.054022082,-0.3673364371,0.3484250151,0.5266070906,0.1356976153,-0.0284358041,-0.1862741665,0.318316004,-0.0421536153,0.1951306721,-0.343128886,-0.3778355301,-0.0220150467,0.5717000511,0.152495146,-0.0149031297,-0.2379661151,0.3031879336,0.1669837322,0.1321934469,-0.0926132965,-0.2379661151,0.1176746558,0.2132677043,0.1605923353,-0.0622222222,-0.4972569619,0.1214996812,,0.0450929605,-0.4047163189,0.0462839721,,-0.0516919486,0,-0.2592908468,,-0.0151280704,-0.1855132778,0.0038250254
BDX,1.1011854193,0.18120899,-0.0744283844,-0.3408571667,0.4251678951,0.1787495646,0.1235989056,-0.123192528,-0.2481271173,0.1341007363,-0.4780117798,0.1819987201,-0.5501648249,-0.5741877241,-0.3457085316,0.5708103497,0.1361445455,-0.0978902758,-0.2450041557,0.339165053,0.7255982592,0.1249133317,-0.0031620553,-0.2071230695,0.4487113983,0.6740063411,0.1539484591,-0.0031620553,-0.349284514,0.3433008342,,0.3920607851,0.1547879095,-0.0515919181,,0.0031229616,0.0378810862,-0.1421614445,,0.2050643167,0.1095463453,-0.1054105641
BIIB,0.3254891592,0.3574639468,-0.1567953464,-0.5270876257,0.0799166685,-0.5241550065,0.3025974611,-0.6444142986,-0.7753993921,-0.2364462011,-0.8812470629,0.3577785947,-0.9272044805,-0.9533290411,-0.5361762906,-0.4551607316,0.2986880644,-0.5011443479,-0.7172919151,-0.1971840004,0.2968607163,0.0864065961,-0.1275541432,-0.1275541432,0.304661825,-0.0699213628,0.1328523055,-0.1689788054,-0.4149668977,-0.0543425182,,0.0689942749,0.7520214479,-0.3667820791,,0.058107477,0.5897377719,-0.2874127545,,0.0392622007,0.5018458254,-0.3590043432
BSX,-0.7763222532,0.3291324902,-0.8205338137,-0.8803754639,-0.4224118903,-0.6704233419,0.1880584277,-0.743585364,-0.743585364,-0.5584260604,-0.7734861353,0.333793447,-0.8561934697,-0.857182478,-0.4132628311,-0.5256283472,0.1537316149,-0.5256283472,-0.6838040074,-0.4672804581,0,0,0,0,0,0,0,0,0,0,,0.1447949947,0.5256283472,0,,0.0597813566,0.6838040074,0,,0.0911456023,0.4672804581,0
BMY,0.1963009221,0.2069932112,-0.1915015091,-0.4268395779,0.0873348233,-0.0575844858,0.127605671,-0.2202074896,-0.3526370721,-0.0463223137,-0.3373126196,0.2080547732,-0.4701905467,-0.612195445,-0.1936722269,-0.1665285753,0.1399012572,-0.2786461237,-0.3770079546,-0.1289733456,-0.1467121599,0.1053942498,-0.1842663103,-0.2808057925,-0.1492907926,-0.225892677,0.1585656447,-0.225892677,-0.4428662903,-0.1593629053,,-0.1089440895,0.0198164154,-0.0791805171,,-0.0243708825,0.0962021621,-0.1620604978,,-0.0826510319,-0.020317447,-0.0100721127
CAH,-0.2327579304,0.2513026742,-0.5503502572,-0.6178361049,-0.1040062729,-0.1200744478,0.1631478329,-0.4251179236,-0.484600471,-0.0778758766,-0.3645603875,0.2519255264,-0.6924629558,-0.7292052182,-0.1759005061,-0.0329971049,0.1557376517,-0.39784431,-0.404848425,-0.021500381,-0.2822875187,0.1163596175,-0.3012815423,-0.3012815423,-0.2802668781,-0.5034921435,0.1584690239,-0.528828432,-0.528828432,-0.4265478432,,0.0870773429,-0.2492904138,-0.2212046248,,0.079752046,0.1035668827,-0.2275468897,,0.0563754956,-0.2587664971,-0.1462809651
CELG,6.4461152882,0.3391080902,-0.0046992481,-0.5064277367,0.6553796997,1.4210215838,0.2371401484,-0.1273612489,-0.4648584158,0.3896729257,-0.605195549,0.3423991486,-0.6500236072,-0.766057636,-0.2590974521,3.9847817131,0.274612306,0,-0.4496678992,0.6342961138,0,0,0,0,0,0,0,0,0,0,,2.5637601293,-3.9847817131,0,,0.0151905166,0.4496678992,0,,0.2446231881,-0.6342961138,0
CNC,0.6075287557,0.401876127,-0.11641687,-0.6441947566,0.1209194406,-0.1117686526,0.2555143582,-0.3375649114,-0.60138727,-0.0460939235,-0.7918752046,0.3863403672,-0.8500091811,-0.868590841,-0.3758592355,-0.6177713465,0.2532671869,-0.6911826531,-0.8251998983,-0.3619054541,0,0,0,0,0,0,0,0,0,0,,-0.5060026939,0.6177713465,0,,-0.2238126283,0.8251998983,0,,-0.3158115306,0.3619054541,0
CERN,6.5390134529,0.3031459244,0,-0.5174942704,0.7381274792,1.2321107391,0.2145323711,-0.0167785235,-0.4045319079,0.3895525955,-0.6119481556,0.3112572935,-0.6963482718,-0.6963482718,-0.2900651063,4.3165467406,0.2277132929,-0.0167785235,-0.3172286706,0.7982524392,0.7478885613,0.1161734966,-0.1017397882,-0.1631679618,0.4941382946,0.3331943741,0.1388747418,-0.1017397882,-0.2814377387,0.2099982189,,3.0844360015,-3.5686581793,-0.4146941872,,0.0873032373,0.1540607088,-0.1182697769,,0.4086998437,-0.3041141446,-0.2841400757
CI,1.5117541503,0.3706255369,-0.3400288884,-0.8433600835,0.2601872666,1.6231043148,0.2292051808,0,-0.39036392,0.4415103921,0.1603443131,0.3715070022,-0.1330303259,-0.7478548913,0.0403135781,1.7468371529,0.2049975838,-0.0048513914,-0.3792186117,0.518453634,-0.1354456474,0.0974670362,-0.1354456474,-0.2387347971,-0.148183187,0.132382009,0.1479212538,-0.0859348778,-0.456313042,0.0845376036,,0.1237328381,-1.8822828003,0.2678276564,,0.0111453083,0.1404838146,-0.2175782449,,0.0769432419,-0.666636821,0.2327207906
DHR,1.5538609869,0.2086378728,-0.0116591928,-0.4574594029,0.4709386804,0.0897625575,0.1360184821,-0.1593635912,-0.4888289748,0.0634440869,-0.5964476484,0.2095484129,-0.6600769952,-0.7336297541,-0.4138242614,1.4916042469,0.1437423244,-0.0082241427,-0.2689954393,0.6647285175,0.8812496593,0.1309139623,-0.0440172629,-0.2855952828,0.4980840896,0.8065562373,0.1605006036,-0.0440172629,-0.3992263939,0.3794443575,,1.4018416894,-0.6103545876,-0.074693422,,0.2198335355,-0.0165998435,-0.1136311111,,0.6012844306,-0.1666444279,-0.1186397321
DVA,2.5053743514,0.2270622943,0,-0.3635953705,0.5882907849,0.4959031511,0.1701005848,0,-0.4639390185,0.2414936108,-0.5144705815,0.2277641201,-0.5331111435,-0.7302823006,-0.3059141386,0.3202717004,0.1764674555,0,-0.6460739242,0.1595869385,-0.0277292239,0.1258947168,-0.0941921429,-0.3959230046,-0.0222965849,1.046485076,0.1806145872,-0.0240963855,-0.3614910567,0.4108643779,,-0.1756314507,-0.3480009243,1.0742142999,,-0.1821349057,0.2501509196,0.0344319479,,-0.0819066723,-0.1818835234,0.4331609628
XRAY,0.6438399938,0.2127632876,-0.0449566408,-0.5284392945,0.2394141939,-0.2472045603,0.139907466,-0.3582124241,-0.385037024,-0.2000304729,-0.7387689562,0.2124821859,-0.7764695785,-0.780870177,-0.5909601831,0.1606680531,0.1475739586,-0.0760478032,-0.29120756,0.101678372,0.1398602696,0.1266686482,-0.129091295,-0.2140828076,0.1039824939,0.3538091253,0.1594013633,-0.0965436476,-0.3579615605,0.1928666832,,0.4078726134,-0.0208077835,0.2139488557,,0.093829464,0.0771247524,-0.1438787529,,0.3017088449,0.0023041219,0.0888841893
EW,2.1004622496,0.2009126104,-0.1938366718,-0.3199335046,0.5960549798,0.1515730009,0.1515615744,-0.2404036308,-0.3166843485,0.0937389132,-0.6495536742,0.2026817443,-0.7275727491,-0.7275727491,-0.4909517797,0.0854757261,0.1636610294,-0.334537891,-0.4327054002,0.0503006465,0.0987260147,0.1336808634,-0.2119413609,-0.2513060247,0.0707341008,0.3632409965,0.1579585191,-0.2200206727,-0.2734568779,0.1991585798,,-0.0660972748,0.0132502886,0.2645149818,,-0.1160210517,0.1813993755,-0.0221508532,,-0.0434382667,0.0204334543,0.128424479
EVHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
ESRX,4.5522795523,0.2885238941,-0.2577122577,-0.4342614076,0.6478106205,2.1173053179,0.2109854131,-0.2890390012,-0.3654595361,0.5704732636,0.2973340559,0.2890072454,-0.5362981317,-0.5467163195,0.0912165015,3.1677482494,0.214647614,-0.247262777,-0.273499543,0.7144792421,0.3208092454,0.0811190101,-0.040898302,-0.2000515597,0.3476834572,0.2054367329,0.0899118926,-0.040898302,-0.265644647,0.2096744177,,1.0504429315,-2.846939004,-0.1153725125,,0.0919599931,0.0734479833,-0.0655930873,,0.1440059785,-0.3667957849,-0.1380090395
GILD,1.5492577598,0.2783706758,-0.1268556005,-0.3437828371,0.3522555194,-0.1369509022,0.2033203506,-0.4193635376,-0.5082136092,-0.0718798433,-0.8093264283,0.2798005587,-0.8559465429,-0.877989869,-0.5456020863,0.4684163561,0.225370839,-0.2116983347,-0.358715562,0.1737137755,0.0129957879,0.0899465524,-0.1765730903,-0.1765730903,0.0143587909,-0.0260100073,0.1245572938,-0.1484841251,-0.2854563784,-0.0211220414,,0.6053672583,-0.4554205682,-0.0390057952,,0.1494980472,0.1821424717,-0.1088832881,,0.2455936188,-0.1593549846,-0.0354808323
HCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
HSIC,1.0763688761,0.2111085801,-0.0109870317,-0.4778146218,0.3588952928,0.395794966,0.1470168277,-0.155477726,-0.3086931479,0.2305508217,-0.2523349652,0.2100511857,-0.6724126989,-0.7197974244,-0.1363951954,0.7991164027,0.1464331937,-0.0109870317,-0.2914865057,0.4129084769,0.2458008779,0.1213548534,-0.0468115942,-0.2703558931,0.1830348652,0.3593452148,0.1624322078,-0.1652173913,-0.315490289,0.1918570793,,0.4033214367,-0.5533155248,0.1135443369,,0.0172066422,0.0211306126,-0.0451343959,,0.1823576552,-0.2298736117,0.0088222141
